Year,SERIES,Reference area,Sex,Degree of urbanisation,UNIT_MEASURE,Value
2009,4.1.1.2 Completion rate Grade 9,Kampot,Female,,Percent,54.5
2010,4.1.1.2 Completion rate Grade 9,Kampot,Female,,Percent,51.8
2011,4.1.1.2 Completion rate Grade 9,Kampot,Female,,Percent,48.6
2012,4.1.1.2 Completion rate Grade 9,Kampot,Female,,Percent,43.8
2013,4.1.1.2 Completion rate Grade 9,Kampot,Female,,Percent,44.4
2014,4.1.1.2 Completion rate Grade 9,Kampot,Female,,Percent,47.7
2015,4.1.1.2 Completion rate Grade 9,Kampot,Female,,Percent,46.9
2016,4.1.1.2 Completion rate Grade 9,Kampot,Female,,Percent,52.5
2017,4.1.1.2 Completion rate Grade 9,Kampot,Female,,Percent,55.3
2018,4.1.1.2 Completion rate Grade 9,Kampot,Female,,Percent,53.5
2019,4.1.1.2 Completion rate Grade 9,Kampot,Female,,Percent,51.2
2009,4.1.1.2 Completion rate Grade 9,Kampot,Male,,Percent,56.3
2010,4.1.1.2 Completion rate Grade 9,Kampot,Male,,Percent,16.9
2011,4.1.1.2 Completion rate Grade 9,Kampot,Male,,Percent,48.0
2012,4.1.1.2 Completion rate Grade 9,Kampot,Male,,Percent,45.8
2013,4.1.1.2 Completion rate Grade 9,Kampot,Male,,Percent,42.9
2014,4.1.1.2 Completion rate Grade 9,Kampot,Male,,Percent,45.7
2015,4.1.1.2 Completion rate Grade 9,Kampot,Male,,Percent,44.9
2016,4.1.1.2 Completion rate Grade 9,Kampot,Male,,Percent,48.4
2017,4.1.1.2 Completion rate Grade 9,Kampot,Male,,Percent,48.1
2018,4.1.1.2 Completion rate Grade 9,Kampot,Male,,Percent,44.7
2019,4.1.1.2 Completion rate Grade 9,Kampot,Male,,Percent,40.8
2009,4.1.1.2 Completion rate Grade 9,Kampot,,,Percent,55.4
2010,4.1.1.2 Completion rate Grade 9,Kampot,,,Percent,24.6
2011,4.1.1.2 Completion rate Grade 9,Kampot,,,Percent,48.3
2012,4.1.1.2 Completion rate Grade 9,Kampot,,,Percent,44.8
2013,4.1.1.2 Completion rate Grade 9,Kampot,,,Percent,43.6
2014,4.1.1.2 Completion rate Grade 9,Kampot,,,Percent,46.7
2015,4.1.1.2 Completion rate Grade 9,Kampot,,,Percent,45.8
2016,4.1.1.2 Completion rate Grade 9,Kampot,,,Percent,50.4
2017,4.1.1.2 Completion rate Grade 9,Kampot,,,Percent,51.6
2018,4.1.1.2 Completion rate Grade 9,Kampot,,,Percent,48.9
2019,4.1.1.2 Completion rate Grade 9,Kampot,,,Percent,45.8
2009,4.1.1.2 Completion rate Grade 9,Kandal,Female,,Percent,55.6
2010,4.1.1.2 Completion rate Grade 9,Kandal,Female,,Percent,58.1
2011,4.1.1.2 Completion rate Grade 9,Kandal,Female,,Percent,50.0
2012,4.1.1.2 Completion rate Grade 9,Kandal,Female,,Percent,46.8
2013,4.1.1.2 Completion rate Grade 9,Kandal,Female,,Percent,45.6
2014,4.1.1.2 Completion rate Grade 9,Kandal,Female,,Percent,46.1
2015,4.1.1.2 Completion rate Grade 9,Kandal,Female,,Percent,45.9
2016,4.1.1.2 Completion rate Grade 9,Kandal,Female,,Percent,51.0
2017,4.1.1.2 Completion rate Grade 9,Kandal,Female,,Percent,53.1
2018,4.1.1.2 Completion rate Grade 9,Kandal,Female,,Percent,53.6
2019,4.1.1.2 Completion rate Grade 9,Kandal,Female,,Percent,52.8
2009,4.1.1.2 Completion rate Grade 9,Kandal,Male,,Percent,59.1
2010,4.1.1.2 Completion rate Grade 9,Kandal,Male,,Percent,61.2
2011,4.1.1.2 Completion rate Grade 9,Kandal,Male,,Percent,51.4
2012,4.1.1.2 Completion rate Grade 9,Kandal,Male,,Percent,56.2
2013,4.1.1.2 Completion rate Grade 9,Kandal,Male,,Percent,45.2
2014,4.1.1.2 Completion rate Grade 9,Kandal,Male,,Percent,43.5
2015,4.1.1.2 Completion rate Grade 9,Kandal,Male,,Percent,40.1
2016,4.1.1.2 Completion rate Grade 9,Kandal,Male,,Percent,43.0
2017,4.1.1.2 Completion rate Grade 9,Kandal,Male,,Percent,41.9
2018,4.1.1.2 Completion rate Grade 9,Kandal,Male,,Percent,41.1
2019,4.1.1.2 Completion rate Grade 9,Kandal,Male,,Percent,41.6
2009,4.1.1.2 Completion rate Grade 9,Kandal,,,Percent,57.4
2010,4.1.1.2 Completion rate Grade 9,Kandal,,,Percent,59.7
2011,4.1.1.2 Completion rate Grade 9,Kandal,,,Percent,50.7
2012,4.1.1.2 Completion rate Grade 9,Kandal,,,Percent,51.3
2013,4.1.1.2 Completion rate Grade 9,Kandal,,,Percent,45.4
2014,4.1.1.2 Completion rate Grade 9,Kandal,,,Percent,44.8
2015,4.1.1.2 Completion rate Grade 9,Kandal,,,Percent,42.9
2016,4.1.1.2 Completion rate Grade 9,Kandal,,,Percent,46.8
2017,4.1.1.2 Completion rate Grade 9,Kandal,,,Percent,47.3
2018,4.1.1.2 Completion rate Grade 9,Kandal,,,Percent,47.1
2019,4.1.1.2 Completion rate Grade 9,Kandal,,,Percent,47.0
2009,4.1.1.2 Completion rate Grade 9,Kep,Female,,Percent,54.9
2010,4.1.1.2 Completion rate Grade 9,Kep,Female,,Percent,55.8
2011,4.1.1.2 Completion rate Grade 9,Kep,Female,,Percent,48.4
2012,4.1.1.2 Completion rate Grade 9,Kep,Female,,Percent,46.1
2013,4.1.1.2 Completion rate Grade 9,Kep,Female,,Percent,40.2
2014,4.1.1.2 Completion rate Grade 9,Kep,Female,,Percent,36.6
2015,4.1.1.2 Completion rate Grade 9,Kep,Female,,Percent,41.0
2016,4.1.1.2 Completion rate Grade 9,Kep,Female,,Percent,42.0
2017,4.1.1.2 Completion rate Grade 9,Kep,Female,,Percent,39.1
2018,4.1.1.2 Completion rate Grade 9,Kep,Female,,Percent,34.5
2019,4.1.1.2 Completion rate Grade 9,Kep,Female,,Percent,31.2
2009,4.1.1.2 Completion rate Grade 9,Kep,Male,,Percent,50.8
2010,4.1.1.2 Completion rate Grade 9,Kep,Male,,Percent,47.6
2011,4.1.1.2 Completion rate Grade 9,Kep,Male,,Percent,41.4
2012,4.1.1.2 Completion rate Grade 9,Kep,Male,,Percent,36.7
2013,4.1.1.2 Completion rate Grade 9,Kep,Male,,Percent,37.2
2014,4.1.1.2 Completion rate Grade 9,Kep,Male,,Percent,35.6
2015,4.1.1.2 Completion rate Grade 9,Kep,Male,,Percent,34.7
2016,4.1.1.2 Completion rate Grade 9,Kep,Male,,Percent,34.2
2017,4.1.1.2 Completion rate Grade 9,Kep,Male,,Percent,33.5
2018,4.1.1.2 Completion rate Grade 9,Kep,Male,,Percent,32.9
2019,4.1.1.2 Completion rate Grade 9,Kep,Male,,Percent,25.1
2009,4.1.1.2 Completion rate Grade 9,Kep,,,Percent,52.8
2010,4.1.1.2 Completion rate Grade 9,Kep,,,Percent,51.4
2011,4.1.1.2 Completion rate Grade 9,Kep,,,Percent,44.8
2012,4.1.1.2 Completion rate Grade 9,Kep,,,Percent,41.2
2013,4.1.1.2 Completion rate Grade 9,Kep,,,Percent,38.6
2014,4.1.1.2 Completion rate Grade 9,Kep,,,Percent,36.1
2015,4.1.1.2 Completion rate Grade 9,Kep,,,Percent,37.7
2016,4.1.1.2 Completion rate Grade 9,Kep,,,Percent,37.9
2017,4.1.1.2 Completion rate Grade 9,Kep,,,Percent,36.2
2018,4.1.1.2 Completion rate Grade 9,Kep,,,Percent,33.6
2019,4.1.1.2 Completion rate Grade 9,Kep,,,Percent,28.0
2009,4.1.1.2 Completion rate Grade 9,Koh Kong,Female,,Percent,40.4
2010,4.1.1.2 Completion rate Grade 9,Koh Kong,Female,,Percent,44.2
2011,4.1.1.2 Completion rate Grade 9,Koh Kong,Female,,Percent,36.7
2012,4.1.1.2 Completion rate Grade 9,Koh Kong,Female,,Percent,35.7
2013,4.1.1.2 Completion rate Grade 9,Koh Kong,Female,,Percent,34.9
2014,4.1.1.2 Completion rate Grade 9,Koh Kong,Female,,Percent,32.7
2015,4.1.1.2 Completion rate Grade 9,Koh Kong,Female,,Percent,30.6
2016,4.1.1.2 Completion rate Grade 9,Koh Kong,Female,,Percent,30.9
2017,4.1.1.2 Completion rate Grade 9,Koh Kong,Female,,Percent,35.0
2018,4.1.1.2 Completion rate Grade 9,Koh Kong,Female,,Percent,37.3
2019,4.1.1.2 Completion rate Grade 9,Koh Kong,Female,,Percent,36.5
2009,4.1.1.2 Completion rate Grade 9,Koh Kong,Male,,Percent,44.0
2010,4.1.1.2 Completion rate Grade 9,Koh Kong,Male,,Percent,52.8
2011,4.1.1.2 Completion rate Grade 9,Koh Kong,Male,,Percent,41.3
2012,4.1.1.2 Completion rate Grade 9,Koh Kong,Male,,Percent,38.9
2013,4.1.1.2 Completion rate Grade 9,Koh Kong,Male,,Percent,35.4
2014,4.1.1.2 Completion rate Grade 9,Koh Kong,Male,,Percent,36.5
2015,4.1.1.2 Completion rate Grade 9,Koh Kong,Male,,Percent,34.6
2016,4.1.1.2 Completion rate Grade 9,Koh Kong,Male,,Percent,35.7
2017,4.1.1.2 Completion rate Grade 9,Koh Kong,Male,,Percent,34.0
2018,4.1.1.2 Completion rate Grade 9,Koh Kong,Male,,Percent,35.1
2019,4.1.1.2 Completion rate Grade 9,Koh Kong,Male,,Percent,31.9
2009,4.1.1.2 Completion rate Grade 9,Koh Kong,,,Percent,42.2
2010,4.1.1.2 Completion rate Grade 9,Koh Kong,,,Percent,48.4
2011,4.1.1.2 Completion rate Grade 9,Koh Kong,,,Percent,39.1
2012,4.1.1.2 Completion rate Grade 9,Koh Kong,,,Percent,37.3
2013,4.1.1.2 Completion rate Grade 9,Koh Kong,,,Percent,35.2
2014,4.1.1.2 Completion rate Grade 9,Koh Kong,,,Percent,34.6
2015,4.1.1.2 Completion rate Grade 9,Koh Kong,,,Percent,32.6
2016,4.1.1.2 Completion rate Grade 9,Koh Kong,,,Percent,33.4
2017,4.1.1.2 Completion rate Grade 9,Koh Kong,,,Percent,34.5
2018,4.1.1.2 Completion rate Grade 9,Koh Kong,,,Percent,36.2
2019,4.1.1.2 Completion rate Grade 9,Koh Kong,,,Percent,34.2
2009,4.1.1.2 Completion rate Grade 9,Kratie,Female,,Percent,39.6
2010,4.1.1.2 Completion rate Grade 9,Kratie,Female,,Percent,46.5
2011,4.1.1.2 Completion rate Grade 9,Kratie,Female,,Percent,33.8
2012,4.1.1.2 Completion rate Grade 9,Kratie,Female,,Percent,34.2
2013,4.1.1.2 Completion rate Grade 9,Kratie,Female,,Percent,33.1
2014,4.1.1.2 Completion rate Grade 9,Kratie,Female,,Percent,32.0
2015,4.1.1.2 Completion rate Grade 9,Kratie,Female,,Percent,31.8
2016,4.1.1.2 Completion rate Grade 9,Kratie,Female,,Percent,37.4
2017,4.1.1.2 Completion rate Grade 9,Kratie,Female,,Percent,39.5
2018,4.1.1.2 Completion rate Grade 9,Kratie,Female,,Percent,37.3
2019,4.1.1.2 Completion rate Grade 9,Kratie,Female,,Percent,37.4
2009,4.1.1.2 Completion rate Grade 9,Kratie,Male,,Percent,37.7
2010,4.1.1.2 Completion rate Grade 9,Kratie,Male,,Percent,42.9
2011,4.1.1.2 Completion rate Grade 9,Kratie,Male,,Percent,32.7
2012,4.1.1.2 Completion rate Grade 9,Kratie,Male,,Percent,30.9
2013,4.1.1.2 Completion rate Grade 9,Kratie,Male,,Percent,29.5
2014,4.1.1.2 Completion rate Grade 9,Kratie,Male,,Percent,27.9
2015,4.1.1.2 Completion rate Grade 9,Kratie,Male,,Percent,28.0
2016,4.1.1.2 Completion rate Grade 9,Kratie,Male,,Percent,30.4
2017,4.1.1.2 Completion rate Grade 9,Kratie,Male,,Percent,30.4
2018,4.1.1.2 Completion rate Grade 9,Kratie,Male,,Percent,31.5
2019,4.1.1.2 Completion rate Grade 9,Kratie,Male,,Percent,28.5
2009,4.1.1.2 Completion rate Grade 9,Kratie,,,Percent,38.6
2010,4.1.1.2 Completion rate Grade 9,Kratie,,,Percent,44.6
2011,4.1.1.2 Completion rate Grade 9,Kratie,,,Percent,33.3
2012,4.1.1.2 Completion rate Grade 9,Kratie,,,Percent,32.5
2013,4.1.1.2 Completion rate Grade 9,Kratie,,,Percent,31.3
2014,4.1.1.2 Completion rate Grade 9,Kratie,,,Percent,29.9
2015,4.1.1.2 Completion rate Grade 9,Kratie,,,Percent,29.9
2016,4.1.1.2 Completion rate Grade 9,Kratie,,,Percent,33.8
2017,4.1.1.2 Completion rate Grade 9,Kratie,,,Percent,34.8
2018,4.1.1.2 Completion rate Grade 9,Kratie,,,Percent,34.3
2019,4.1.1.2 Completion rate Grade 9,Kratie,,,Percent,32.8
2009,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Female,,Percent,22.0
2010,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Female,,Percent,31.8
2011,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Female,,Percent,26.2
2012,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Female,,Percent,23.7
2013,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Female,,Percent,28.4
2014,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Female,,Percent,31.4
2015,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Female,,Percent,26.9
2016,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Female,,Percent,38.4
2017,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Female,,Percent,35.3
2018,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Female,,Percent,41.0
2019,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Female,,Percent,42.7
2009,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Male,,Percent,26.9
2010,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Male,,Percent,47.9
2011,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Male,,Percent,29.7
2012,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Male,,Percent,28.0
2013,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Male,,Percent,31.1
2014,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Male,,Percent,27.8
2015,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Male,,Percent,26.5
2016,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Male,,Percent,31.3
2017,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Male,,Percent,27.9
2018,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Male,,Percent,33.8
2019,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Male,,Percent,32.7
2009,4.1.1.2 Completion rate Grade 9,Mondul Kiri,,,Percent,24.5
2010,4.1.1.2 Completion rate Grade 9,Mondul Kiri,,,Percent,39.5
2011,4.1.1.2 Completion rate Grade 9,Mondul Kiri,,,Percent,28.0
2012,4.1.1.2 Completion rate Grade 9,Mondul Kiri,,,Percent,25.9
2013,4.1.1.2 Completion rate Grade 9,Mondul Kiri,,,Percent,29.8
2014,4.1.1.2 Completion rate Grade 9,Mondul Kiri,,,Percent,29.6
2015,4.1.1.2 Completion rate Grade 9,Mondul Kiri,,,Percent,26.7
2016,4.1.1.2 Completion rate Grade 9,Mondul Kiri,,,Percent,34.8
2017,4.1.1.2 Completion rate Grade 9,Mondul Kiri,,,Percent,31.5
2018,4.1.1.2 Completion rate Grade 9,Mondul Kiri,,,Percent,37.3
2019,4.1.1.2 Completion rate Grade 9,Mondul Kiri,,,Percent,37.6
2009,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Female,,Percent,35.8
2010,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Female,,Percent,35.4
2011,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Female,,Percent,30.7
2012,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Female,,Percent,24.7
2013,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Female,,Percent,27.7
2014,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Female,,Percent,31.7
2015,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Female,,Percent,30.8
2016,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Female,,Percent,34.5
2017,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Female,,Percent,36.1
2018,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Female,,Percent,37.0
2019,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Female,,Percent,37.0
2009,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Male,,Percent,34.4
2010,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Male,,Percent,38.5
2011,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Male,,Percent,29.2
2012,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Male,,Percent,26.4
2013,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Male,,Percent,24.6
2014,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Male,,Percent,27.2
2015,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Male,,Percent,28.5
2016,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Male,,Percent,28.7
2017,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Male,,Percent,29.3
2018,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Male,,Percent,32.8
2019,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Male,,Percent,30.9
2009,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,,,Percent,35.1
2010,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,,,Percent,37.0
2011,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,,,Percent,29.9
2012,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,,,Percent,25.6
2013,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,,,Percent,26.1
2014,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,,,Percent,29.3
2015,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,,,Percent,29.6
2016,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,,,Percent,31.5
2017,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,,,Percent,32.6
2018,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,,,Percent,34.8
2019,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,,,Percent,33.8
2009,4.1.1.2 Completion rate Grade 9,Pailin,Female,,Percent,42.8
2010,4.1.1.2 Completion rate Grade 9,Pailin,Female,,Percent,31.9
2011,4.1.1.2 Completion rate Grade 9,Pailin,Female,,Percent,32.6
2012,4.1.1.2 Completion rate Grade 9,Pailin,Female,,Percent,30.2
2013,4.1.1.2 Completion rate Grade 9,Pailin,Female,,Percent,26.9
2014,4.1.1.2 Completion rate Grade 9,Pailin,Female,,Percent,27.4
2015,4.1.1.2 Completion rate Grade 9,Pailin,Female,,Percent,26.8
2016,4.1.1.2 Completion rate Grade 9,Pailin,Female,,Percent,27.5
2017,4.1.1.2 Completion rate Grade 9,Pailin,Female,,Percent,32.9
2018,4.1.1.2 Completion rate Grade 9,Pailin,Female,,Percent,31.4
2019,4.1.1.2 Completion rate Grade 9,Pailin,Female,,Percent,32.1
2009,4.1.1.2 Completion rate Grade 9,Pailin,Male,,Percent,45.5
2010,4.1.1.2 Completion rate Grade 9,Pailin,Male,,Percent,43.1
2011,4.1.1.2 Completion rate Grade 9,Pailin,Male,,Percent,32.4
2012,4.1.1.2 Completion rate Grade 9,Pailin,Male,,Percent,32.3
2013,4.1.1.2 Completion rate Grade 9,Pailin,Male,,Percent,26.4
2014,4.1.1.2 Completion rate Grade 9,Pailin,Male,,Percent,26.1
2015,4.1.1.2 Completion rate Grade 9,Pailin,Male,,Percent,23.2
2016,4.1.1.2 Completion rate Grade 9,Pailin,Male,,Percent,25.7
2017,4.1.1.2 Completion rate Grade 9,Pailin,Male,,Percent,27.4
2018,4.1.1.2 Completion rate Grade 9,Pailin,Male,,Percent,26.6
2019,4.1.1.2 Completion rate Grade 9,Pailin,Male,,Percent,28.6
2009,4.1.1.2 Completion rate Grade 9,Pailin,,,Percent,44.2
2010,4.1.1.2 Completion rate Grade 9,Pailin,,,Percent,37.6
2011,4.1.1.2 Completion rate Grade 9,Pailin,,,Percent,32.5
2012,4.1.1.2 Completion rate Grade 9,Pailin,,,Percent,31.3
2013,4.1.1.2 Completion rate Grade 9,Pailin,,,Percent,26.6
2014,4.1.1.2 Completion rate Grade 9,Pailin,,,Percent,26.7
2015,4.1.1.2 Completion rate Grade 9,Pailin,,,Percent,24.9
2016,4.1.1.2 Completion rate Grade 9,Pailin,,,Percent,26.6
2017,4.1.1.2 Completion rate Grade 9,Pailin,,,Percent,30.0
2018,4.1.1.2 Completion rate Grade 9,Pailin,,,Percent,28.9
2019,4.1.1.2 Completion rate Grade 9,Pailin,,,Percent,30.3
2009,4.1.1.2 Completion rate Grade 9,Phnom Penh,Female,,Percent,65.1
2010,4.1.1.2 Completion rate Grade 9,Phnom Penh,Female,,Percent,46.5
2011,4.1.1.2 Completion rate Grade 9,Phnom Penh,Female,,Percent,54.6
2012,4.1.1.2 Completion rate Grade 9,Phnom Penh,Female,,Percent,52.4
2013,4.1.1.2 Completion rate Grade 9,Phnom Penh,Female,,Percent,50.0
2014,4.1.1.2 Completion rate Grade 9,Phnom Penh,Female,,Percent,51.9
2015,4.1.1.2 Completion rate Grade 9,Phnom Penh,Female,,Percent,43.2
2016,4.1.1.2 Completion rate Grade 9,Phnom Penh,Female,,Percent,44.4
2017,4.1.1.2 Completion rate Grade 9,Phnom Penh,Female,,Percent,44.9
2018,4.1.1.2 Completion rate Grade 9,Phnom Penh,Female,,Percent,45.8
2019,4.1.1.2 Completion rate Grade 9,Phnom Penh,Female,,Percent,47.0
2009,4.1.1.2 Completion rate Grade 9,Phnom Penh,Male,,Percent,76.2
2010,4.1.1.2 Completion rate Grade 9,Phnom Penh,Male,,Percent,54.8
2011,4.1.1.2 Completion rate Grade 9,Phnom Penh,Male,,Percent,66.8
2012,4.1.1.2 Completion rate Grade 9,Phnom Penh,Male,,Percent,57.4
2013,4.1.1.2 Completion rate Grade 9,Phnom Penh,Male,,Percent,53.4
2014,4.1.1.2 Completion rate Grade 9,Phnom Penh,Male,,Percent,57.4
2015,4.1.1.2 Completion rate Grade 9,Phnom Penh,Male,,Percent,47.8
2016,4.1.1.2 Completion rate Grade 9,Phnom Penh,Male,,Percent,47.1
2017,4.1.1.2 Completion rate Grade 9,Phnom Penh,Male,,Percent,45.9
2018,4.1.1.2 Completion rate Grade 9,Phnom Penh,Male,,Percent,45.6
2019,4.1.1.2 Completion rate Grade 9,Phnom Penh,Male,,Percent,47.4
2009,4.1.1.2 Completion rate Grade 9,Phnom Penh,,,Percent,70.6
2010,4.1.1.2 Completion rate Grade 9,Phnom Penh,,,Percent,50.5
2011,4.1.1.2 Completion rate Grade 9,Phnom Penh,,,Percent,60.6
2012,4.1.1.2 Completion rate Grade 9,Phnom Penh,,,Percent,54.9
2013,4.1.1.2 Completion rate Grade 9,Phnom Penh,,,Percent,51.7
2014,4.1.1.2 Completion rate Grade 9,Phnom Penh,,,Percent,54.6
2015,4.1.1.2 Completion rate Grade 9,Phnom Penh,,,Percent,45.5
2016,4.1.1.2 Completion rate Grade 9,Phnom Penh,,,Percent,45.7
2017,4.1.1.2 Completion rate Grade 9,Phnom Penh,,,Percent,45.4
2018,4.1.1.2 Completion rate Grade 9,Phnom Penh,,,Percent,45.7
2019,4.1.1.2 Completion rate Grade 9,Phnom Penh,,,Percent,47.2
2009,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,Female,,Percent,37.8
2010,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,Female,,Percent,39.2
2011,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,Female,,Percent,35.2
2012,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,Female,,Percent,34.1
2013,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,Female,,Percent,30.6
2014,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,Female,,Percent,31.1
2015,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,Female,,Percent,29.7
2016,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,Female,,Percent,33.7
2017,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,Female,,Percent,31.8
2018,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,Female,,Percent,34.1
2019,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,Female,,Percent,32.7
2009,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,Male,,Percent,46.2
2010,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,Male,,Percent,46.5
2011,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,Male,,Percent,39.4
2012,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,Male,,Percent,33.2
2013,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,Male,,Percent,31.9
2014,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,Male,,Percent,33.1
2015,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,Male,,Percent,30.5
2016,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,Male,,Percent,33.8
2017,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,Male,,Percent,27.6
2018,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,Male,,Percent,32.0
2019,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,Male,,Percent,29.3
2009,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,,,Percent,42.1
2010,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,,,Percent,43.0
2011,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,,,Percent,37.4
2012,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,,,Percent,33.6
2013,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,,,Percent,31.2
2014,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,,,Percent,32.1
2015,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,,,Percent,30.1
2016,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,,,Percent,33.7
2017,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,,,Percent,29.6
2018,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,,,Percent,33.0
2019,4.1.1.2 Completion rate Grade 9,Preah Sihanouk,,,Percent,30.9
2009,4.1.1.2 Completion rate Grade 9,Preah Vihear,Female,,Percent,39.0
2010,4.1.1.2 Completion rate Grade 9,Preah Vihear,Female,,Percent,43.4
2011,4.1.1.2 Completion rate Grade 9,Preah Vihear,Female,,Percent,38.4
2012,4.1.1.2 Completion rate Grade 9,Preah Vihear,Female,,Percent,38.4
2013,4.1.1.2 Completion rate Grade 9,Preah Vihear,Female,,Percent,44.5
2014,4.1.1.2 Completion rate Grade 9,Preah Vihear,Female,,Percent,44.6
2015,4.1.1.2 Completion rate Grade 9,Preah Vihear,Female,,Percent,42.4
2016,4.1.1.2 Completion rate Grade 9,Preah Vihear,Female,,Percent,46.3
2017,4.1.1.2 Completion rate Grade 9,Preah Vihear,Female,,Percent,53.5
2018,4.1.1.2 Completion rate Grade 9,Preah Vihear,Female,,Percent,57.4
2019,4.1.1.2 Completion rate Grade 9,Preah Vihear,Female,,Percent,58.3
2009,4.1.1.2 Completion rate Grade 9,Preah Vihear,Male,,Percent,37.5
2010,4.1.1.2 Completion rate Grade 9,Preah Vihear,Male,,Percent,43.2
2011,4.1.1.2 Completion rate Grade 9,Preah Vihear,Male,,Percent,35.5
2012,4.1.1.2 Completion rate Grade 9,Preah Vihear,Male,,Percent,36.1
2013,4.1.1.2 Completion rate Grade 9,Preah Vihear,Male,,Percent,36.4
2014,4.1.1.2 Completion rate Grade 9,Preah Vihear,Male,,Percent,35.8
